ticker,company,industry,datereleased,fourmonthslater,numberofchanges,pricechange
PRU,Prudential Financial,Financials,3/10/04,7/8/04,132383,-0.027340327
NEM,Newmont Mining Corp. (Hldg. Co.),Materials,3/15/04,7/13/04,391528,-0.014592754
NEM,News Corp. Class A,Consumer Discretionary,3/15/04,7/13/04,391528,-0.014592754
PRU,Prudential Financial,Financials,3/9/05,7/7/05,396337,0.147827558
NEM,Newmont Mining Corp. (Hldg. Co.),Materials,3/15/05,7/13/05,167559,-0.15459865
NEM,News Corp. Class A,Consumer Discretionary,3/15/05,7/13/05,167559,-0.15459865
PRU,Prudential Financial,Financials,2/28/06,6/28/06,26492,-0.010643822
NEM,Newmont Mining Corp. (Hldg. Co.),Materials,3/2/06,6/30/06,188805,-0.018825578
NEM,News Corp. Class A,Consumer Discretionary,3/2/06,6/30/06,188805,-0.018825578
UPS,United Parcel Service,Industrials,3/14/06,7/12/06,85,0.037923203
EL,Estee Lauder Cos.,Consumer Staples,8/25/06,12/23/06,7839,0.191929761
DHI,D. R. Horton,Consumer Discretionary,12/12/06,4/11/07,4502,-0.198378442
DHI,Danaher Corp.,Health Care,12/12/06,4/11/07,4502,-0.198378442
SBUX,Starbucks Corp.,Consumer Discretionary,12/14/06,4/13/07,2597,-0.159562813
BEN,Franklin Resources,Financials,12/20/06,4/19/07,5206,0.15740402
LUV,Southwest Airlines,Industrials,2/1/07,6/1/07,4696,-0.070707095
AJG,Arthur J. Gallagher & Co.,Financials,2/5/07,6/5/07,5527,0.017314137
GS,Goldman Sachs Group,Financials,2/6/07,6/6/07,10585,0.060859362
LEN,Lennar Corp.,Consumer Discretionary,2/8/07,6/8/07,8552,-0.190893587
TROW,T. Rowe Price Group,Financials,2/8/07,6/8/07,419,0.007439338
EXC,Exelon Corp.,Utilities,2/13/07,6/13/07,26056,0.14345677
HCP,HCP Inc.,Real Estate,2/13/07,6/13/07,10304,-0.245850846
MS,Morgan Stanley,Financials,2/13/07,6/13/07,9372,0.101180395
ISRG,Intuitive Surgical Inc.,Health Care,2/15/07,6/15/07,4271,0.247647728
AMZN,Amazon.com Inc,Consumer Discretionary,2/16/07,6/16/07,11767,0.795189646
BA,Boeing Company,Industrials,2/16/07,6/16/07,8193,0.08330757
CTSH,Cognizant Technology Solutions,Information Technology,2/16/07,6/16/07,12928,-0.156490222
GT,Goodyear Tire & Rubber,Consumer Discretionary,2/16/07,6/16/07,6890,0.402700503
MTD,Mettler Toledo,Health Care,2/16/07,6/16/07,1680,0.097980113
SLB,Schlumberger Ltd.,Energy,2/16/07,6/16/07,1435,0.338856227
DOW,Dow Chemical,Materials,2/20/07,6/20/07,110375,0.049225699
PEP,PepsiCo Inc.,Consumer Staples,2/20/07,6/20/07,4271,0.024598612
APH,Amphenol Corp,Information Technology,2/21/07,6/21/07,1081,0.057765554
KO,Coca Cola Company,Consumer Staples,2/21/07,6/21/07,2558,0.110218954
ED,Consolidated Edison,Utilities,2/21/07,6/21/07,187,-0.047001737
MAR,Marriott Int'l.,Consumer Discretionary,2/21/07,6/21/07,4808,-0.083814121
NOC,Northrop Grumman Corp.,Industrials,2/21/07,6/21/07,7291,0.035876896
PPG,PPG Industries,Materials,2/21/07,6/21/07,3031,0.100123452
TXT,Textron Inc.,Industrials,2/21/07,6/21/07,875,0.164409455
ALL,Allstate Corp,Financials,2/22/07,6/22/07,34864,-0.000893955
BLL,Ball Corp,Materials,2/22/07,6/22/07,3382,0.155645988
HBAN,Huntington Bancshares,Financials,2/22/07,6/22/07,2293,-0.064056357
KMB,Kimberly-Clark,Consumer Staples,2/22/07,6/22/07,3188,-0.025868493
RTN,Raytheon Co.,Industrials,2/22/07,6/22/07,9128,-0.006614466
RTN,Realty Income Corporation,Real Estate,2/22/07,6/22/07,9128,-0.006614466
VTR,Ventas Inc,Real Estate,2/22/07,6/22/07,5567,-0.217800719
ABT,Abbott Laboratories,Health Care,2/23/07,6/23/07,17158,-0.007971419
ALK,Alaska Air Group Inc,Industrials,2/23/07,6/23/07,32750,-0.344908445
AAL,American Airlines Group,Industrials,2/23/07,6/23/07,4264,-0.459170512
CNC,Centene Corporation,Health Care,2/23/07,6/23/07,9201,-0.146732429
CMG,Chipotle Mexican Grill,Consumer Discretionary,2/23/07,6/23/07,10409,0.237443702
CL,Colgate-Palmolive,Consumer Staples,2/23/07,6/23/07,635,-0.039622559
COP,ConocoPhillips,Energy,2/23/07,6/23/07,403,0.178450912
DD,Du Pont (E.I.),Materials,2/23/07,6/23/07,631,-0.005752454
GD,General Dynamics,Industrials,2/23/07,6/23/07,3099,-0.009364987
HIG,Hartford Financial Svc.Gp.,Financials,2/23/07,6/23/07,9552,0.029121423
HUM,Humana Inc.,Health Care,2/23/07,6/23/07,7798,0.002136069
K,Kellogg Co.,Consumer Staples,2/23/07,6/23/07,2714,0.042126876
MTB,M&T Bank Corp.,Financials,2/23/07,6/23/07,387,-0.129941496
PHM,Pulte Homes Inc.,Consumer Discretionary,2/23/07,6/23/07,76822,-0.234407763
RHI,Robert Half International,Industrials,2/23/07,6/23/07,35454,-0.125047227
UNP,Union Pacific,Industrials,2/23/07,6/23/07,1326,0.124674494
XEL,Xcel Energy Inc,Utilities,2/23/07,6/23/07,6741,-0.131970217
YHOO,Yahoo Inc.,Information Technology,2/23/07,6/23/07,5928,-0.147040476
MMM,3M Company,Industrials,2/26/07,6/26/07,451,0.137180485
ADS,Alliance Data Systems,Information Technology,2/26/07,6/26/07,3322,0.261523367
BMY,Bristol-Myers Squibb,Health Care,2/26/07,6/26/07,11385,0.177325902
SCHW,Charles Schwab Corporation,Financials,2/26/07,6/26/07,3070,0.087065245
CHD,Church & Dwight,Consumer Staples,2/26/07,6/26/07,1802,0.036685311
INTC,Intel Corp.,Information Technology,2/26/07,6/26/07,3408,0.127150812
LMT,Lockheed Martin Corp.,Industrials,2/26/07,6/26/07,3309,-0.065204103
MAT,Mattel Inc.,Consumer Discretionary,2/26/07,6/26/07,3074,-0.054887253
NEM,Newmont Mining Corp. (Hldg. Co.),Materials,2/26/07,6/26/07,70880,-0.177369271
NEM,News Corp. Class A,Consumer Discretionary,2/26/07,6/26/07,70880,-0.177369257
NBL,Noble Energy Inc,Energy,2/26/07,6/26/07,67,0.041060718
PNR,Pentair Ltd.,Industrials,2/26/07,6/26/07,2019,0.162359781
TSO,Tesoro Petroleum Co.,Energy,2/26/07,6/26/07,2396,0.27733404
GE,General Electric,Industrials,2/27/07,6/27/07,1767,0.106022326
GILD,Gilead Sciences,Health Care,2/27/07,6/27/07,14428,0.127798143
HOG,Harley-Davidson,Consumer Discretionary,2/27/07,6/27/07,78096,-0.090487994
HST,Host Hotels & Resorts,Real Estate,2/27/07,6/27/07,7145,-0.091546839
IBM,International Business Machines,Information Technology,2/27/07,6/27/07,1399,0.12644095
KSU,Kansas City Southern,Industrials,2/27/07,6/27/07,25543,0.184408322
LEG,Leggett & Platt,Consumer Discretionary,2/27/07,6/27/07,3466,-0.06062897
MAC,Macerich,Real Estate,2/27/07,6/27/07,1002,-0.103683284
MAC,Macy's Inc.,Consumer Discretionary,2/27/07,6/27/07,1002,-0.103683284
OXY,Occidental Petroleum,Energy,2/27/07,6/27/07,4255,0.237855442
RRC,Range Resources Corp.,Energy,2/27/07,6/27/07,1775,0.16179444
REG,Regency Centers Corporation,Real Estate,2/27/07,6/27/07,3813,-0.153384601
VNO,Vornado Realty Trust,Real Estate,2/27/07,6/27/07,6040,-0.113705172
AMT,American Tower Corp A,Real Estate,2/28/07,6/28/07,4233,0.079287177
AME,AMETEK Inc,Industrials,2/28/07,6/28/07,1016,0.17047117
AMGN,Amgen Inc,Health Care,2/28/07,6/28/07,25602,-0.139277947
BAC,Bank of America Corp,Financials,2/28/07,6/28/07,831,-0.023549817
COG,Cabot Oil & Gas,Energy,2/28/07,6/28/07,1668,0.083753218
CERN,Cerner,Health Care,2/28/07,6/28/07,39769,0.073882172
CF,CF Industries Holdings Inc,Materials,2/28/07,6/28/07,5601,0.555092354
CVX,Chevron Corp.,Energy,2/28/07,6/28/07,2555,0.237436801
CB,Chubb Limited,Financials,2/28/07,6/28/07,2198,0.108471509
CINF,Cincinnati Financial,Financials,2/28/07,6/28/07,2014,0.03044734
CCI,Crown Castle International Corp.,Real Estate,2/28/07,6/28/07,12205,0.095383744
CCI,CSRA Inc.,Information Technology,2/28/07,6/28/07,12205,0.095383744
DVA,DaVita Inc.,Health Care,2/28/07,6/28/07,11099,-0.024403706
DVN,Devon Energy Corp.,Energy,2/28/07,6/28/07,1194,0.181851411
D,Dominion Resources,Utilities,2/28/07,6/28/07,4270,0.0140527
DOV,Dover Corp.,Industrials,2/28/07,6/28/07,336,0.071198412
DNB,Dun & Bradstreet,Industrials,2/28/07,6/28/07,4852,0.180413644
EBAY,eBay Inc.,Information Technology,2/28/07,6/28/07,16416,-0.003119186
EFX,Equifax Inc.,Industrials,2/28/07,6/28/07,5932,0.150110627
EQIX,Equinix,Real Estate,2/28/07,6/28/07,9304,0.093383343
EQR,Equity Residential,Real Estate,2/28/07,6/28/07,1758,-0.084421582
EXR,Extra Space Storage,Real Estate,2/28/07,6/28/07,1459,-0.094524825
XOM,Exxon Mobil Corp.,Energy,2/28/07,6/28/07,400,0.171329789
F,Ford Motor,Consumer Discretionary,2/28/07,6/28/07,7599,0.199747235
F,Fortive Corp,Industrials,2/28/07,6/28/07,7599,0.199747235
FCX,Freeport-McMoRan Inc.,Materials,2/28/07,6/28/07,14876,0.440343402
HSIC,Henry Schein,Health Care,2/28/07,6/28/07,1139,0.028368872
ILMN,Illumina Inc,Health Care,2/28/07,6/28/07,7958,0.233998214
INCY,Incyte,Health Care,2/28/07,6/28/07,4323,-0.020280811
IP,International Paper,Materials,2/28/07,6/28/07,2193,0.070783298
IPG,Interpublic Group,Consumer Discretionary,2/28/07,6/28/07,1948,-0.087370953
JBHT,J. B. Hunt Transport Services,Industrials,2/28/07,6/28/07,45692,0.12284066
KEY,KeyCorp,Financials,2/28/07,6/28/07,760,-0.064295045
LLY,Lilly (Eli) & Co.,Health Care,2/28/07,6/28/07,666,0.076053424
LKQ,LKQ Corporation,Consumer Discretionary,2/28/07,6/28/07,2102,0.139963168
MA,Mastercard Inc.,Information Technology,2/28/07,6/28/07,63090,0.539541494
MRK,Merck & Co.,Health Care,2/28/07,6/28/07,5628,0.161766993
MSI,Motorola Solutions Inc.,Information Technology,2/28/07,6/28/07,4777,-0.031929521
NDAQ,NASDAQ OMX Group,Financials,2/28/07,6/28/07,11411,-0.008018702
NFLX,Netflix Inc.,Information Technology,2/28/07,6/28/07,9131,-0.118952479
NRG,NRG Energy,Utilities,2/28/07,6/28/07,12032,0.25335351
PNW,Pinnacle West Capital,Utilities,2/28/07,6/28/07,5641,-0.137515535
PRU,Prudential Financial,Financials,2/28/07,6/28/07,1916,0.076643942
UHS,"Universal Health Services, Inc.",Health Care,2/28/07,6/28/07,6343,0.061364763
WMB,Williams Cos.,Energy,2/28/07,6/28/07,10450,0.18281654
WMB,Willis Towers Watson,Financials,2/28/07,6/28/07,10450,0.182816509
AMG,Affiliated Managers Group Inc,Financials,3/1/07,6/29/07,1156,0.158955861
ALB,Albemarle Corp,Materials,3/1/07,6/29/07,2370,-0.054826096
AGN,"Allergan, Plc",Health Care,3/1/07,6/29/07,6003,0.265266422
GOOG,Alphabet Inc Class C,Information Technology,3/1/07,6/29/07,14290,0.166142424
AEE,Ameren Corp,Utilities,3/1/07,6/29/07,40433,-0.040232226
AIG,"American International Group, Inc.",Financials,3/1/07,6/29/07,9998,0.041256522
AIV,Apartment Investment & Mgmt,Real Estate,3/1/07,6/29/07,7515,-0.127288429
AIZ,Assurant Inc,Financials,3/1/07,6/29/07,6988,0.10456219
AVB,"AvalonBay Communities, Inc.",Real Estate,3/1/07,6/29/07,1579,-0.100824151
BXP,Boston Properties,Real Estate,3/1/07,6/29/07,4025,-0.12873782
BSX,Boston Scientific,Health Care,3/1/07,6/29/07,9221,-0.053670515
COF,Capital One Financial,Financials,3/1/07,6/29/07,10043,0.017085264
CBG,CBRE Group,Real Estate,3/1/07,6/29/07,10171,0.083729216
CBS,CBS Corp.,Consumer Discretionary,3/1/07,6/29/07,7215,0.127509673
CHK,Chesapeake Energy,Energy,3/1/07,6/29/07,4324,0.141816616
CME,CME Group Inc.,Financials,3/1/07,6/29/07,11221,-0.016873359
DLR,Digital Realty Trust,Real Estate,3/1/07,6/29/07,6208,-0.022526742
DTE,DTE Energy Co.,Utilities,3/1/07,6/29/07,2338,0.054061955
ETFC,E*Trade,Financials,3/1/07,6/29/07,2894,-0.037892041
EMN,Eastman Chemical,Materials,3/1/07,6/29/07,2,0.103663762
EW,Edwards Lifesciences,Health Care,3/1/07,6/29/07,7767,-0.009833434
ESS,"Essex Property Trust, Inc.",Real Estate,3/1/07,6/29/07,7062,-0.134198269
EXPD,Expeditors Int'l,Industrials,3/1/07,6/29/07,48,-0.091353543
FIS,Fidelity National Information Services,Information Technology,3/1/07,6/29/07,7527,0.175021313
FLR,Fluor Corp.,Industrials,3/1/07,6/29/07,4125,0.305945474
FTI,FMC Technologies Inc.,Energy,3/1/07,6/29/07,522,0.190204387
JPM,JPMorgan Chase & Co.,Financials,3/1/07,6/29/07,1591,-0.008254004
LVLT,Level 3 Communications,Telecommunications Services,3/1/07,6/29/07,19524,-0.075829385
MDLZ,Mondelez International,Consumer Staples,3/1/07,6/29/07,702,0.105327496
MCO,Moody's Corp,Financials,3/1/07,6/29/07,804,-0.058586652
NWL,Newell Brands,Consumer Discretionary,3/1/07,6/29/07,2875,-0.03113071
NFX,Newfield Exploration Co,Energy,3/1/07,6/29/07,3803,0.06127682
NI,NiSource Inc.,Utilities,3/1/07,6/29/07,110263,-0.122906593
OKE,ONEOK,Energy,3/1/07,6/29/07,18456,0.204368163
PKI,PerkinElmer,Health Care,3/1/07,6/29/07,1043,0.109219084
PNC,PNC Financial Services,Financials,3/1/07,6/29/07,2172,-0.012119807
PNC,Polo Ralph Lauren Corp.,Consumer Discretionary,3/1/07,6/29/07,2172,-0.012119807
PCLN,Priceline.com Inc,Consumer Discretionary,3/1/07,6/29/07,121048,0.293077464
PCLN,Principal Financial Group,Financials,3/1/07,6/29/07,121048,0.293077464
SEE,Sealed Air,Materials,3/1/07,6/29/07,1674,-0.028790667
SPLS,Staples Inc.,Consumer Discretionary,3/1/07,6/29/07,2696,-0.053423978
SRCL,Stericycle Inc,Industrials,3/1/07,6/29/07,661,0.134617784
TMK,Torchmark Corp.,Financials,3/1/07,6/29/07,1342,0.047488034
UDR,UDR Inc,Real Estate,3/1/07,6/29/07,6160,-0.175152457
UPS,United Parcel Service,Industrials,3/1/07,6/29/07,0,0.047237889
UNM,Unum Group,Financials,3/1/07,6/29/07,3071,0.224273276
VRTX,Vertex Pharmaceuticals Inc,Health Care,3/1/07,6/29/07,17758,-0.048951114
VRTX,Viacom Inc.,Consumer Discretionary,3/1/07,6/29/07,17758,-0.048951114
WFC,Wells Fargo,Financials,3/1/07,6/29/07,229,0.022659478
HCN,Welltower Inc.,Real Estate,3/1/07,6/29/07,8112,-0.085816283
WY,Weyerhaeuser Corp.,Real Estate,3/1/07,6/29/07,194548,-0.075177215
WYNN,Wynn Resorts Ltd,Consumer Discretionary,3/1/07,6/29/07,7228,-0.076058921
UNH,United Health Group Inc.,Health Care,3/6/07,7/4/07,8,-0.033557731
JNPR,Juniper Networks,Information Technology,3/9/07,7/7/07,8759,0.476788703
CRM,Salesforce.com,Information Technology,3/9/07,7/7/07,5564,0.039795206
REGN,Regeneron,Health Care,3/12/07,7/10/07,8766,-0.055672319
FLIR,FLIR Systems,Information Technology,3/16/07,7/14/07,1617,0.415307093
NVDA,Nvidia Corporation,Information Technology,3/16/07,7/14/07,15110,0.617989423
TGT,Target Corp.,Consumer Discretionary,3/21/07,7/19/07,901,0.120862874
KSS,Kohl's Corp.,Consumer Discretionary,3/23/07,7/21/07,3305,-0.134031562
KSS,Kraft Heinz Co,Consumer Staples,3/23/07,7/21/07,3305,-0.134031562
JWN,Nordstrom,Consumer Discretionary,3/23/07,7/21/07,61464,-0.109934287
HD,Home Depot,Consumer Discretionary,3/29/07,7/27/07,2424,0.003773456
TIF,Tiffany & Co.,Consumer Discretionary,3/30/07,7/28/07,20,0.057102547
URBN,Urban Outfitters,Consumer Discretionary,3/30/07,7/28/07,1437,-0.267823463
ROST,Ross Stores,Consumer Discretionary,4/3/07,8/1/07,154292,-0.155166218
KR,Kroger Co.,Consumer Staples,4/4/07,8/2/07,88140,-0.084502507
BBBY,Bed Bath & Beyond,Consumer Discretionary,5/2/07,8/30/07,1658,-0.173786402
BBBY,Berkshire Hathaway,Financials,5/2/07,8/30/07,1658,-0.173786402
BBY,Best Buy Co. Inc.,Consumer Discretionary,5/2/07,8/30/07,524,-0.060682452
MCK,McKesson Corp.,Health Care,5/9/07,9/6/07,90487,-0.075777424
SYMC,Symantec Corp.,Information Technology,5/24/07,9/21/07,6517,0.000518958
MCHP,Microchip Technology,Information Technology,5/25/07,9/22/07,3378,-0.057772732
CA,"CA, Inc.",Information Technology,5/30/07,9/27/07,4270,-0.021563749
EA,Electronic Arts,Information Technology,5/30/07,9/27/07,5467,0.140279702
XLNX,Xilinx Inc,Information Technology,5/30/07,9/27/07,3549,-0.069299337
ADSK,Autodesk Inc,Information Technology,6/4/07,10/2/07,7638,0.106651934
ATVI,Activision Blizzard,Information Technology,6/14/07,10/12/07,18120,0.182712195
NTAP,NetApp,Information Technology,6/26/07,10/24/07,11266,0.018721762
PDCO,Patterson Companies,Health Care,6/27/07,10/25/07,238,0.010872418
HRB,Block H&R,Financials,6/29/07,10/27/07,12796,-0.057075245
ORCL,Oracle Corp.,Information Technology,6/29/07,10/27/07,6937,0.083206594
VRSN,Verisign Inc.,Information Technology,7/12/07,11/9/07,14227,-0.004243776
PAYX,Paychex Inc.,Information Technology,7/20/07,11/17/07,1227,-0.049299831
CAG,ConAgra Foods Inc.,Consumer Staples,7/25/07,11/22/07,870,-0.075388569
GIS,General Mills,Consumer Staples,7/26/07,11/23/07,273473,0.03380558
NKE,Nike,Consumer Discretionary,7/27/07,11/24/07,2418,0.15373972
CTAS,Cintas Corporation,Industrials,7/30/07,11/27/07,67368,-0.118352773
GPN,Global Payments Inc,Information Technology,7/30/07,11/27/07,4030,0.187716051
MSFT,Microsoft Corp.,Information Technology,8/3/07,12/1/07,5432,0.168137135
MOS,The Mosaic Company,Materials,8/9/07,12/7/07,17318,1.122900593
CAH,Cardinal Health Inc.,Health Care,8/24/07,12/22/07,4753,-0.158967236
STX,Seagate Technology,Information Technology,8/27/07,12/25/07,15190,0.051305219
EL,Estee Lauder Cos.,Consumer Staples,8/28/07,12/26/07,1289,0.087806267
PG,Procter & Gamble,Consumer Staples,8/28/07,12/26/07,11401,0.150042265
SYY,Sysco Corp.,Consumer Staples,8/28/07,12/26/07,74115,-0.014195045
WDC,Western Digital,Information Technology,8/28/07,12/26/07,11138,0.427637733
ADP,Automatic Data Processing,Information Technology,8/29/07,12/27/07,2271,-0.027447548
HAR,Harman Int'l Industries,Consumer Discretionary,8/29/07,12/27/07,4836,-0.352308819
CTXS,Citrix Systems,Information Technology,9/7/07,1/5/08,17620,0.056827806
CPB,Campbell Soup,Consumer Staples,9/26/07,1/24/08,23875,-0.128574762
COST,Costco Co.,Consumer Staples,10/25/07,2/22/08,4790,0.02306018
MON,Monsanto Co.,Materials,10/26/07,2/23/08,1773,0.239426114
MON,Monster Beverage,Consumer Staples,10/26/07,2/23/08,1773,0.239426114
AYI,Acuity Brands Inc,Industrials,10/30/07,2/27/08,89397,0.210847063
QCOM,QUALCOMM Inc.,Information Technology,11/8/07,3/7/08,17537,0.018954071
AAPL,Apple Inc.,Information Technology,11/15/07,3/14/08,16688,-0.229397424
FFIV,F5 Networks,Information Technology,11/19/07,3/18/08,3905,-0.282344745
ROK,Rockwell Automation Inc.,Industrials,11/19/07,3/18/08,1734,-0.167910502
DIS,The Walt Disney Company,Consumer Discretionary,11/21/07,3/20/08,3684,0.023638015
TDG,TransDigm Group,Industrials,11/21/07,3/20/08,3849,-0.258688873
VAR,Varian Medical Systems,Health Care,11/26/07,3/25/08,23437,-0.01274669
DHI,D. R. Horton,Consumer Discretionary,11/27/07,3/26/08,8547,0.474843744
DHI,Danaher Corp.,Health Care,11/27/07,3/26/08,8547,0.474843744
HOLX,Hologic,Health Care,11/27/07,3/26/08,25131,-0.088555583
SWKS,Skyworks Solutions,Information Technology,11/27/07,3/26/08,4168,-0.163679808
ABC,AmerisourceBergen Corp,Health Care,11/28/07,3/27/08,7315,-0.078134708
HP,Helmerich & Payne,Energy,11/28/07,3/27/08,8605,0.325537485
BEN,Franklin Resources,Financials,11/29/07,3/28/08,2665,-0.224947666
JEC,Jacobs Engineering Group,Industrials,11/29/07,3/28/08,4349,-0.09181179
JCI,Johnson Controls International,Industrials,11/29/07,3/28/08,70591,0.124723035
SBUX,Starbucks Corp.,Consumer Discretionary,11/29/07,3/28/08,11192,-0.25998265
AMAT,Applied Materials Inc,Information Technology,12/14/07,4/12/08,8615,0.078908992
HPQ,HP Inc.,Information Technology,12/18/07,4/16/08,8077,-0.075268952
DE,Deere & Co.,Industrials,12/20/07,4/18/08,948,0.076059788
A,Agilent Technologies Inc,Health Care,12/21/07,4/19/08,12325,-0.167249275
COO,The Cooper Companies,Health Care,12/26/07,4/24/08,11995,-0.080106793
MKC,McCormick & Co.,Consumer Staples,1/28/08,5/27/08,6602,0.080243849
GS,Goldman Sachs Group,Financials,1/29/08,5/28/08,9242,-0.106581404
LEN,Lennar Corp.,Consumer Discretionary,1/29/08,5/28/08,12617,-0.051940929
MS,Morgan Stanley,Financials,1/29/08,5/28/08,5619,-0.130329878
AJG,Arthur J. Gallagher & Co.,Financials,2/4/08,6/3/08,9634,0.001444001
LUV,Southwest Airlines,Industrials,2/4/08,6/3/08,4168,0.135618332
EXC,Exelon Corp.,Utilities,2/7/08,6/6/08,19355,0.164770464
TROW,T. Rowe Price Group,Financials,2/7/08,6/6/08,1177,0.155020215
AMZN,Amazon.com Inc,Consumer Discretionary,2/11/08,6/10/08,3375,0.058917421
VRTX,Vertex Pharmaceuticals Inc,Health Care,2/11/08,6/10/08,10617,0.819879232
VRTX,Viacom Inc.,Consumer Discretionary,2/11/08,6/10/08,10617,0.819879232
HCP,HCP Inc.,Real Estate,2/12/08,6/11/08,44502,0.1506515
SLB,Schlumberger Ltd.,Energy,2/13/08,6/12/08,1249,0.169436838
GT,Goodyear Tire & Rubber,Consumer Discretionary,2/14/08,6/13/08,5302,-0.148951853
ISRG,Intuitive Surgical Inc.,Health Care,2/14/08,6/13/08,7388,-0.063583004
MMM,3M Company,Industrials,2/15/08,6/14/08,463,-0.035686578
GOOG,Alphabet Inc Class C,Information Technology,2/15/08,6/14/08,4251,0.079053769
BA,Boeing Company,Industrials,2/15/08,6/14/08,2090,-0.113989058
DAL,Delta Air Lines,Industrials,2/15/08,6/14/08,4912,-0.692840647
KSU,Kansas City Southern,Industrials,2/15/08,6/14/08,8639,0.227415146
MAR,Marriott Int'l.,Consumer Discretionary,2/15/08,6/14/08,4882,-0.163950441
MTD,Mettler Toledo,Health Care,2/15/08,6/14/08,2968,0.006132021
PEP,PepsiCo Inc.,Consumer Staples,2/15/08,6/14/08,2485,-0.047306383
STT,State Street Corp.,Financials,2/15/08,6/14/08,1,-0.165153419
ABT,Abbott Laboratories,Health Care,2/19/08,6/18/08,127,-0.037843371
DOW,Dow Chemical,Materials,2/19/08,6/18/08,93594,-0.013286507
DD,Du Pont (E.I.),Materials,2/19/08,6/18/08,121,0.017064673
HSY,The Hershey Company,Consumer Staples,2/19/08,6/18/08,2817,-0.054532229
ALK,Alaska Air Group Inc,Industrials,2/20/08,6/19/08,2321,-0.282585325
INTC,Intel Corp.,Information Technology,2/20/08,6/19/08,5709,0.127893914
NOC,Northrop Grumman Corp.,Industrials,2/20/08,6/19/08,1223,-0.110323187
RHI,Robert Half International,Industrials,2/20/08,6/19/08,17120,-0.003717309
STI,SunTrust Banks,Financials,2/20/08,6/19/08,10220,-0.432521916
TXT,Textron Inc.,Industrials,2/20/08,6/19/08,5250,-0.051933016
XEL,Xcel Energy Inc,Utilities,2/20/08,6/19/08,8439,0.018411632
BHI,Baker Hughes Inc,Energy,2/21/08,6/20/08,3754,0.23598253
FSLR,First Solar Inc,Information Technology,2/21/08,6/20/08,13442,0.267640276
MTB,M&T Bank Corp.,Financials,2/21/08,6/20/08,1103,-0.122551856
MA,Mastercard Inc.,Information Technology,2/21/08,6/20/08,167135,0.389857874
NEM,Newmont Mining Corp. (Hldg. Co.),Materials,2/21/08,6/20/08,181653,-0.029378272
NEM,News Corp. Class A,Consumer Discretionary,2/21/08,6/20/08,181653,-0.029378272
PPG,PPG Industries,Materials,2/21/08,6/20/08,1842,-0.055140034
UNH,United Health Group Inc.,Health Care,2/21/08,6/20/08,4,-0.432140708
BMY,Bristol-Myers Squibb,Health Care,2/22/08,6/21/08,5236,-0.119068021
COP,ConocoPhillips,Energy,2/22/08,6/21/08,1160,0.156581564
ED,Consolidated Edison,Utilities,2/22/08,6/21/08,0,-0.044819361
CSX,CSX Corp.,Industrials,2/22/08,6/21/08,4414,0.299623326
GD,General Dynamics,Industrials,2/22/08,6/21/08,1490,0.026352054
HOG,Harley-Davidson,Consumer Discretionary,2/22/08,6/21/08,63233,-0.014798581
HIG,Hartford Financial Svc.Gp.,Financials,2/22/08,6/21/08,6000,-0.057644288
KMB,Kimberly-Clark,Consumer Staples,2/22/08,6/21/08,2011,-0.042069772
MAS,Masco Corp.,Industrials,2/22/08,6/21/08,7181,-0.12562834
OXY,Occidental Petroleum,Energy,2/22/08,6/21/08,570,0.171874453
WYNN,Wynn Resorts Ltd,Consumer Discretionary,2/22/08,6/21/08,4803,-0.150898081
BLL,Ball Corp,Materials,2/25/08,6/24/08,2875,0.058433256
CNC,Centene Corporation,Health Care,2/25/08,6/24/08,4916,-0.092112229
DNB,Dun & Bradstreet,Industrials,2/25/08,6/24/08,3752,-0.031442044
ECL,Ecolab Inc.,Materials,2/25/08,6/24/08,16535,-0.086826385
HUM,Humana Inc.,Health Care,2/25/08,6/24/08,4529,-0.413449011
K,Kellogg Co.,Consumer Staples,2/25/08,6/24/08,1117,-0.007126858
MDLZ,Mondelez International,Consumer Staples,2/25/08,6/24/08,5692,-0.064892936
NDAQ,NASDAQ OMX Group,Financials,2/25/08,6/24/08,21894,-0.284552828
PHM,Pulte Homes Inc.,Consumer Discretionary,2/25/08,6/24/08,72201,-0.247012248
UNM,Unum Group,Financials,2/25/08,6/24/08,1776,-0.101426734
APH,Amphenol Corp,Information Technology,2/26/08,6/25/08,446,0.263851856
CMG,Chipotle Mexican Grill,Consumer Discretionary,2/26/08,6/25/08,6500,-0.10912924
HSIC,Henry Schein,Health Care,2/26/08,6/25/08,1347,-0.15139246
HST,Host Hotels & Resorts,Real Estate,2/26/08,6/25/08,7711,-0.120351564
HBAN,Huntington Bancshares,Financials,2/26/08,6/25/08,2117,-0.524623679
ILMN,Illumina Inc,Health Care,2/26/08,6/25/08,8076,0.140094057
IBM,International Business Machines,Information Technology,2/26/08,6/25/08,2210,0.093628637
LEG,Leggett & Platt,Consumer Discretionary,2/26/08,6/25/08,3094,0.041879067
MAT,Mattel Inc.,Consumer Discretionary,2/26/08,6/25/08,6793,-0.116889266
PNR,Pentair Ltd.,Industrials,2/26/08,6/25/08,1907,0.013346515
UDR,UDR Inc,Real Estate,2/26/08,6/25/08,3895,0.02487861
VFC,V.F. Corp.,Consumer Discretionary,2/26/08,6/25/08,3450,-0.074597436
VNO,Vornado Realty Trust,Real Estate,2/26/08,6/25/08,5365,0.033919014
